ID_estudo,Referencia,Questao,Descricao_da_questao,Pontuacao,Justificativa,Evidencia_secao_pagina,Revisor
E23,"Souza, S. R. de; Meireles, M. A. C.; Duarte, J. C.; Maldonado, J. C.; Conte, T. (2022). Design for IoT: An Experimental Study to Understand How Design Thinking Can Help in the Elicitation of Requirements for IoT Systems. SBQS '22: XXI Brazilian Symposium on Software Quality.",AQ6,"Há evidências empíricas, relato de aplicação ou avaliação da abordagem?",1,"Evidência empírica robusta: estudo experimental com 23 participantes, design de um fator com dois tratamentos, análise quantitativa com teste não paramétrico de Mann-Whitney (p=0,383) e análise qualitativa de feedback sobre facilidade de uso. Não é apenas argumentação ou exemplo ilustrativo.","Seções 3, 3.1, 4 e 5 (p.3-8), Tabelas 2-4 e Figura 1 (p.5-9)",Ok
E23,"Souza, S. R. de; Meireles, M. A. C.; Duarte, J. C.; Maldonado, J. C.; Conte, T. (2022). Design for IoT: An Experimental Study to Understand How Design Thinking Can Help in the Elicitation of Requirements for IoT Systems. SBQS '22: XXI Brazilian Symposium on Software Quality.",AQ7,"Benefícios, limitações ou desafios são relatados?",1,"Benefícios (identificação de requisitos IoT - conectividade, integração de sensores, sensoriamento, atuação) e dificuldades (preenchimento e termos dos templates, identificação do ator-sensor) relatados e consolidados, com sugestões de melhoria por técnica.","Seções 5.1, 5.2 e 7 (p.6-8), Tabela 4 (p.9)",Ok
E23,"Souza, S. R. de; Meireles, M. A. C.; Duarte, J. C.; Maldonado, J. C.; Conte, T. (2022). Design for IoT: An Experimental Study to Understand How Design Thinking Can Help in the Elicitation of Requirements for IoT Systems. SBQS '22: XXI Brazilian Symposium on Software Quality.",AQ8,"As ameaças à validade, limitações ou condições de aplicabilidade são discutidas?",1,"Seção dedicada de Ameaças à Validade seguindo o framework formal de Wohlin et al., cobrindo as quatro categorias (interna, externa, conclusão e constructo) com ameaças específicas e mitigações. Discute explicitamente a validade da evidência empírica, não apenas limitações do método.","Seção 6 - Ameaças à Validade (p.8), Seção 7 - limitações (p.9)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ1,O objetivo do estudo está claramente definido?,1,"Objetivo explícito no resumo e nas contribuições: analisar e identificar requisitos de usuário para uma aplicação EMR móvel via design participativo, com cinco considerações traduzidas em cinco requisitos.","Resumo (p.1), Seção I - Introduction and Motivation (p.1), Seção III - Our Contributions (p.3)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ2,O contexto de desenvolvimento de software/digital está descrito?,1,"Contexto de software/digital bem caracterizado: aplicação EMR móvel (tablet/Android) para clínicos gerais durante visitas domiciliares na Bélgica, com revisão de EMRs existentes e affordances móveis (GPS, multi-touch, camera).","Seção I (p.1), Seção V-A - Stage 1 initial exploration (p.4), Seção VI-A - mobile affordances (p.5)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ3,A abordagem de ER é explicitada?,1,"ER explicitada como análise/elicitação de requisitos de usuário: identificação de necessidades dos GPs, cinco considerações convertidas em cinco requisitos de design, com refinamento de conjuntos de dados de pesquisas anteriores. O próprio artigo descreve conduzir uma requirement analysis.","Seção III (p.3), Seção VI - Design Description requisitos 1 a 5 (p.4-7), Seção IX - Future Work and Conclusion (p.9)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ4,A abordagem de design é explicitada?,1,"Design participativo explicitado e fundamentado (metodologia de Spinuzzi em três estágios), complementado por prototipação rápida iterativa (RITE) e avaliação de usabilidade (SUS, CAAFI). Seção de related work dedicada a PD em saude.","Seção IV - Methodology (p.3), Seção V - Participatory Design Process (p.4), Seção II-D - Participatory design applied in health research (p.2)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ5,A forma de integração entre ER e design é descrita com detalhes suficientes?,1,"Integração descrita de forma concreta e rastreável: cinco considerações elicitadas convertidas em cinco requisitos, com a evolução do dashboard de nove para seis elementos documentada prototipo a prototipo (Tabela I) e ligada às decisões iterativas de design da interface.","Seção VI - Design Description (p.4-7), Tabela I (p.5), Figura 8 - timeline de prototipos (p.9)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ6,"Há evidências empíricas, relato de aplicação ou avaliação da abordagem?",1,"Evidência empírica forte: estudo de caso com prototipação iterativa avaliada em tres etapas (19 GPs, 6 especialistas em usabilidade, 53 estudantes do ultimo ano), com instrumentos quantitativos SUS (80 experts, 70 estudantes), CAAFI e avaliacao Likert por tela. Não é argumentação nem exemplo ilustrativo.","Seção V - Participatory Design Process (p.4), Seção VII - Usability Evaluation (p.7-8), Figuras 5-7 (p.8)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ7,"Benefícios, limitações ou desafios são relatados?",1,"Benefícios (otimização do uso do EMR móvel, refinamento dos dados relevantes, descoberta da discrepância geracional SOAP vs evidence-based) e desafios (lei belga sobre prescrição em papel, cold start do sistema de sugestão, restrições de tempo das entrevistas) claramente relatados na discussão e conclusão.","Seção VIII - Discussion (p.8-9), Seção IX - Future Work and Conclusion (p.9-10)",Ok
E25,"De Croon, R.; Klerkx, J.; Duval, E. (2014). Designing a Useful and Usable Mobile EMR Application through a Participatory Design Methodology: A Case Study. 2014 IEEE International Conference on Healthcare Informatics (ICHI).",AQ8,"As ameaças à validade, limitações ou condições de aplicabilidade são discutidas?",0.5,"Discute limitações do método e condições de aplicabilidade (impossibilidade de observar visita domiciliar real por confidencialidade, necessidade de testes adicionais para comprovar ganho de tempo, generalização limitada ao mercado belga, SUS omitido na fase inicial), mas NÃO apresenta seção formal de ameaças à validade da evidência empírica no estilo Wohlin (interna/externa/constructo/conclusão). Discute um lado e não o outro.","Seção IV - Methodology (p.3), Seção VIII - Discussion (p.8-9), Seção IX-X (p.9-10)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ1,O objetivo do estudo está claramente definido?,1,Objetivo explícito e desdobrado em dois itens: formar um modelo de ferramenta de elicitação para explorar requisitos de aplicações de aprendizagem para crianças com TDAH e analisar a usabilidade do modelo criado.,"Resumo (p.1), Seção I - Introduction objetivos a e b (p.2)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ2,O contexto de desenvolvimento de software/digital está descrito?,1,"Contexto de software/digital descrito: aplicação de aprendizagem mobile para crianças com TDAH, baseada em serious game, com protótipo mobile-based da ferramenta de elicitação e diagramas de caso de uso e atividade.","Seção I (p.1), Seção IV-A - Requirement Elicitation Tool Model (p.3), Figuras 3-7 (p.3-4)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ3,A abordagem de ER é explicitada?,1,"ER explicitada e central: o foco do estudo é o processo de elicitação de requisitos, com seção conceitual dedicada e modelagem de ferramenta de apoio à elicitação para o desenvolvimento da aplicação.","Seção II-B - Requirement Elicitation (p.2), Seção IV-A (p.3)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ4,A abordagem de design é explicitada?,1,"UCD explicitado com seção conceitual própria e fluxo de processo em quatro fases (contexto de uso, especificar requisitos do usuário, produzir solução de design, avaliar design), aplicado como método condutor do estudo.","Seção II-C - User-Centered Design (p.2), Seção III-B - Modelling the Tools (p.2), Figura 2 (p.3)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ5,A forma de integração entre ER e design é descrita com detalhes suficientes?,0.5,"A integração é declarada (UCD usado para construir um modelo de ferramenta de elicitação, adaptado do modelo de Sabariah et al.) e ilustrada com diagramas, mas falta rastreabilidade de como os achados das entrevistas se converteram nos aspectos do modelo e nas decisões de design. Informação existe porém incompleta e superficial.","Seção III-B (p.2), Seção IV-A (p.3), Figuras 3-4 (p.3-4)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ6,"Há evidências empíricas, relato de aplicação ou avaliação da abordagem?",1,"Avaliação empírica real: questionário TAM aplicado a 36 respondentes com resultados quantitativos (PEU 87,22%, POU 85,31%, AOT 83,80%), além de entrevistas com especialistas em TDAH na fase de contexto. Não é apenas argumentação. Ressalva: avaliação feita com desenvolvedores de software, não com os usuários-fim.","Seção III-B-4 - Evaluate Design (p.3), Seção IV (p.4), Tabelas I e II (p.5)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ7,"Benefícios, limitações ou desafios são relatados?",0.5,"Benefícios relatados de forma clara (resultados TAM positivos, justificativa do uso de serious game para TDAH), mas limitações e desafios do trabalho quase não são tratados; a conclusão limita-se a apontar benchmarking como trabalho futuro, sem discussão substantiva de desafios enfrentados.","Seção IV (p.4), Seção V - Conclusion (p.5)",Ok
E26,"Dalimunthe, K. N. A.; Sabariah, M. K.; Selviandro, N. (2024). Designing Model Tools of Requirement Elicitation Process for ADHD Children's Learning Application. 2024 International Conference on Electrical Engineering and Computer Science (ICECOS).",AQ8,"As ameaças à validade, limitações ou condições de aplicabilidade são discutidas?",0,"Não há seção de ameaças à validade nem discussão de limitações do método. O estudo não reconhece restrições como avaliar com 36 desenvolvedores em vez dos usuários-fim, viés ou limites de generalização; a única projeção futura (benchmarking) não constitui discussão de ameaça ou limitação.",Seção V - Conclusion (p.5),Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ1,O objetivo do estudo está claramente definido?,1,"Objetivo explícito no resumo e na introdução: enfrentar o desafio de extrair requisitos de usuário (funcionais e de usabilidade) para soluções ICT inovadoras em problemas vagos, mesclando técnicas de SE e HCI dentro de um framework DSR, e derivar um framework generalizável.","Resumo (p.1), Seção I - Introduction (p.1)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ2,O contexto de desenvolvimento de software/digital está descrito?,1,"Contexto de software/digital bem caracterizado: solução mobile (Android 4.0) para o problema de superprodução agrícola no Sri Lanka, com web services, backend, repositório de conhecimento de culturas e prototipação em papel e funcional.","Seção III - Problem Domain (p.2), Seção IV-B (p.4), Seção V (p.5-6)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ3,A abordagem de ER é explicitada?,1,"ER explicitada e central: o foco é o gathering/elicitation de requisitos funcionais e de usabilidade, conduzido via surveys, entrevistas, análise causal, personas e cenários, com discussão da interrelação entre requisitos funcionais e de usabilidade.","Seção I (p.1), Seção II - Literature Review (p.2), Seção IV-A (p.3), Seção V (p.6)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ4,A abordagem de design é explicitada?,1,"UCD explicitamente declarado e fundamentado (ISO 13407), operacionalizado por personas, cenários, prototipação em papel/funcional e avaliação iterativa, dentro de um framework de pesquisa DSR que mescla técnicas de SE e HCI.","Seção IV (p.3-5), Seção V - Research Approach and Discussion (p.5-6)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ5,A forma de integração entre ER e design é descrita com detalhes suficientes?,1,"Integração descrita de forma concreta e rastreável: características de usabilidade (efetividade, eficiência, satisfação) derivadas iterativamente via causal map, personas/cenários e protótipos, mapeadas a quatro ciclos DSR, com interrelação explícita entre requisitos funcionais e de usabilidade e um framework de processo generalizado.","Seção IV-A a IV-D (p.3-5), Figura 2 (p.5), Figura 5 (p.7)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ6,"Há evidências empíricas, relato de aplicação ou avaliação da abordagem?",1,"Evidência empírica forte: estudo de campo aplicado com 123 fazendeiros entrevistados/pesquisados e protótipo funcional Android testado com amostra de 32 fazendeiros, com dados quantitativos de efetividade (respostas Likert), tempos de conclusão de tarefa (media, mediana, desvio) e satisfação via SUMI.","Seção IV-B (p.4), Tabela 1 (p.4), Seção IV-C e Tabela 2 (p.4), Seção IV-D (p.4-5)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ7,"Benefícios, limitações ou desafios são relatados?",1,"Seção dedicada de Advantages e Short Comings: benefícios (captura de requisitos em problema vago, participação proativa dos usuários, acomodação de requisitos evolutivos, colaboração de equipe distribuída) e desafios (necessidade de expertise ampla, dependência de envolvimento ativo dos usuários, ausência de fundos) claramente relatados.","Seção V-A - Advantages (p.7), Seção V-B - Short Comings (p.7)",Ok
E27,"De Silva, L.; Goonetillake, J.; Wikramanayake, G.; Ginige, T.; Ginige, A.; Vitiello, G.; Sebillo, M.; Di Giovanni, P.; Tortora, G.; Tucci, M. (2014). Design Science Research Based Blended Approach for Usability Driven Requirements Gathering and Application Development. UsARE 2014 (2nd International Workshop on Usability and Accessibility Focused Requirements Engineering), IEEE.",AQ8,"As ameaças à validade, limitações ou condições de aplicabilidade são discutidas?",0.5,"Discute limitações do método e condições de aplicabilidade (expertise ampla necessária, dependência de usuários ativos, abordagem aplicada e testada em um único problema com generalização a verificar em saude e pesca), mas NÃO apresenta seção formal de ameaças à validade da evidência empírica no estilo Wohlin (interna/externa/constructo/conclusão). Discute um lado e não o outro.","Seção V-B - Short Comings (p.7), Seção V-A (p.7), Seção VI - Conclusion (p.7)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ1,O objetivo do estudo está claramente definido?,1,"Objetivo explícito no resumo e na introdução: explorar o impacto de um workshop de DT sobre a elicitação de requisitos de processos de negócio, com questão de pesquisa formalmente declarada sobre como praticar DT em formato de workshop influencia essa elicitação.","Resumo (p.1), Seção I - Introduction com a research question (p.1)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ2,O contexto de desenvolvimento de software/digital está descrito?,1,"Contexto descrito: grande organização tecnológica de desenvolvimento de hardware e software, com o Departamento de Sistemas de Informação como executor e artefatos digitais propostos (interface interativa e smart file). Ressalva: o alvo primário da elicitação é um processo de negócio (procurement), com desdobramento técnico/digital.","Seção IV - The Exploratory Case Study (p.2), Seção IV-A Organizational Context (p.2), Seção IV-C e Figura 1 (p.3-4)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ3,A abordagem de ER é explicitada?,1,"ER explicitada e central: elicitação de requisitos de processos de negócio, com seção conceitual dedicada que discute os problemas da elicitação orientada a solução e o uso de business concerns para conduzir a elicitação; o workshop produz requisitos efetivos do processo.","Seção III - Business Process Requirements Elicitation (p.2), Seção IV-D Findings (p.5)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ4,A abordagem de design é explicitada?,1,"Design Thinking explicitado e fundamentado sob as três perspectivas de mindset, process e toolbox, com seção própria detalhando empathy map, personas, ideação divergente/convergente e prototipação, todas praticadas no workshop.","Seção II - Design Thinking (p.1-2), Seção IV-C The Design Thinking Workshop (p.3)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ5,A forma de integração entre ER e design é descrita com detalhes suficientes?,1,"Integração descrita de forma concreta e rastreável: o workshop DT é o próprio mecanismo de elicitação, com passo a passo (identificação de 34 problemas, categorização, empathy maps, ideação, prototipação) e cinco formas explícitas pelas quais o DT fomenta a elicitação de requisitos do processo, além de um framework generalizado proposto.","Seção IV-C (p.3-4), Seção IV-D Findings cinco perspectivas (p.5), Seção V e Figura 2 (p.5-6)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ6,"Há evidências empíricas, relato de aplicação ou avaliação da abordagem?",0.5,"Há aplicação real (workshop DT de tres horas em organização real, com stakeholders, problemas e protótipos efetivamente gerados), o que supera a mera proposta conceitual. Porém é estudo de caso exploratório único, qualitativo, com action research em que a facilitadora é coautora, sem validação independente nem dados quantitativos. Aplicação real sem validação independente = Parcial.","Seção IV-B Research Method (p.2-3), Seção IV-C (p.3-4), Seção IV-D (p.5)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ7,"Benefícios, limitações ou desafios são relatados?",1,"Benefícios bem relatados (promoção do diálogo entre stakeholders, exposição de múltiplas vozes, empatia entre departamentos, foco no espaço-problema, novos requisitos humanos e técnicos) e desafios reportados (ceticismo inicial dos participantes, limitação de tempo que impediu prototipo real de video).","Seção IV-D Findings (p.5), Seção IV-C (p.4), Seção VI - Discussion and Conclusion (p.6)",Ok
E28,"Levy, M.; Huli, C. (2019). Design Thinking in a Nutshell for Eliciting Requirements of a Business Process: A Case Study of a Design Thinking Workshop. 2019 IEEE 27th International Requirements Engineering Conference (RE).",AQ8,"As ameaças à validade, limitações ou condições de aplicabilidade são discutidas?",0.5,"Discute limitações do estudo (baseado em um único caso, necessidade de mais pesquisa para generalizar) e reconhece a influência da facilitadora-coautora como motivação para adotar action research, mas NÃO apresenta seção formal de ameaças à validade da evidência no estilo Wohlin (interna/externa/constructo/conclusão). Discute um lado e não o outro.","Seção IV-B Research Method (p.2-3), Seção VI - Discussion and Conclusion (p.6)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ1,O objetivo do estudo está claramente definido?,1,"Objetivo explícito no resumo e formalizado via template GQM: analisar o papel da empatia (interna e externa) na elicitação de requisitos, comparando Vision Canvas e Empathy Map, com hipóteses nulas definidas por variável dependente.","Resumo (p.1), Seção I - Introduction (p.1), Seção III-A Goal variables and design (p.3)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ2,O contexto de desenvolvimento de software/digital está descrito?,1,"Contexto descrito: elicitação de requisitos de software (user stories) para o sistema de um centro de adoção animal (MODEPRAN), no âmbito de um curso de Engenharia de Software, com objeto experimental e domínio detalhados.","Seção III-C Experimental object (p.4), Seção III-B Subject selection (p.3-4)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ3,A abordagem de ER é explicitada?,1,"ER explicitada e central: o estudo trata de elicitação de requisitos e identificação de stakeholders, ancorado no processo de elicitação baseado em DT (PRO-RE-DT), com seção de fundamentação dedicada a requirements elicitation e DT.","Seção I (p.1), Seção II-A Requirements Elicitation and DT (p.2), Seção II-B The Role of Empathy (p.2)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ4,A abordagem de design é explicitada?,1,"Design Thinking explicitado e fundamentado, com as técnicas Vision Canvas (empatia interna) e Empathy Map (empatia externa) detalhadas em conceito e em uso, distinguindo empatia interna e externa como sub-atividades do processo.","Seção I com descrição das técnicas (p.1), Seção II-B The Role of Empathy (p.2)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ5,A forma de integração entre ER e design é descrita com detalhes suficientes?,1,"Integração descrita com alto detalhe e rastreabilidade: sub-atividades de empatia interna/externa mapeadas a técnicas concretas integradas ao Brainstorming, tarefas por tratamento especificadas e a contribuição de cada técnica medida via variáveis dependentes (completeness, insightfulness, effectiveness). Integração não apenas declarada, mas testada experimentalmente.","Seção III-A e Tabela I (p.3), Seção III-D Experimental Tasks (p.4), Seção III-E e Tabela III (p.4-5)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ6,"Há evidências empíricas, relato de aplicação ou avaliação da abordagem?",1,"Evidência empírica do nível mais alto: quase-experimento controlado com 138 estudantes, três tratamentos com grupo de controle, desenho between-subject, hipóteses formais, testes estatísticos (Shapiro-Wilk, Mann-Whitney U, Kruskal-Wallis), effect sizes e observed power, survey TAM e artefato de pesquisa disponível no Zenodo.","Seção III - Experiment Description (p.3-5), Seção IV - Data Analysis e Tabelas V-VIII (p.5-7), Data Availability (p.11)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ7,"Benefícios, limitações ou desafios são relatados?",1,"Benefícios relatados com base em dados (empatia interna antes da externa tende a ampliar identificação de stakeholders e insights; tratamentos com empatia superam o controle em 45% e 20% na geração de requisitos) e desafios reportados (carga cognitiva adicional de T1, dificuldade de classificação, variabilidade, tamanho de amostra pequeno por equipes).","Seção IV-A a IV-C (p.5-9), Tabelas XII e XIII (p.10), Seção VI - Conclusions (p.11)",Ok
E29,"Kahan, E.; Genero, M.; Bernárdez, B.; Oliveros, A. (2025). Design Thinking in Requirements Engineering: Understanding the Role of Internal and External Empathy. 2025 IEEE 33rd International Requirements Engineering Conference (RE).",AQ8,"As ameaças à validade, limitações ou condições de aplicabilidade são discutidas?",1,"Seção dedicada de Threats to Validity estruturada explicitamente nas quatro categorias do framework Wohlin (externa, interna, constructo e conclusão), com ameaças específicas e controles/mitigações em cada uma, incluindo uso de estudantes, confounding temporal, operacionalização das métricas e limitações de tamanho de amostra e poder estatístico.",Seção V - Threats to Validity (p.10-11),Ok
E30,"Mirza, M. S.; Datta, S. (2020). Developing Software Using Agile and Design Thinking Framework. 2020 International Conference on Computational Science and Computational Intelligence (CSCI).",AQ1,O objetivo do estudo está claramente definido?,1,"Objetivo e questões de pesquisa explícitos: reduzir o desenvolvimento de software inútil e investigar se Design Thinking e Agile compartilham os mesmos princípios, com seção própria de research questions.","Resumo (p.1), Seção 3 - Research Questions (p.2)",Ok
E30,"Mirza, M. S.; Datta, S. (2020). Developing Software Using Agile and Design Thinking Framework. 2020 International Conference on Computational Science and Computational Intelligence (CSCI).",AQ2,O contexto de desenvolvimento de software/digital está descrito?,1,"Contexto de software/digital descrito: aplicação Flashcards de e-learning desenvolvida em C# e XML na plataforma Xamarin, com funcionalidades de cartões (criar, editar, remover, flip) detalhadas.","Seção 5 - Validation and Results (p.3-4), Seção 6 - Conclusion (p.4)",Ok
E30,"Mirza, M. S.; Datta, S. (2020). Developing Software Using Agile and Design Thinking Framework. 2020 International Conference on Computational Science and Computational Intelligence (CSCI).",AQ3,A abordagem de ER é explicitada?,0.5,"A ER aparece de forma implícita e diluída no discurso Agile/DT: o estudo trata de entender requisitos do cliente e usa user stories, INVEST, MoSCoW e personas (atividades de ER), mas não nomeia nem estrutura a Engenharia de Requisitos como disciplina nem descreve suas atividades de modo explícito.","Seção 4-B Relationship to Define stage (p.3), Seção 5 - fase Define (p.4)",Ok
